dataset	n_seqs	condition	seq_id	kind	reference_rank	reference_original	reference_proposed	reference_conf	test_rank	test_original	test_proposed	test_conf	taxonomy
n100	100	port_py3_epang_T1	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.951	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	port_py3_epang_T16	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.951	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	port_py3_epang_T2	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.951	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	port_py3_epang_T4	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.951	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	port_py3_epang_T8	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.951	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	port_py3_epang_T8_K10	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.952	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	port_py3_epang_T8_K25	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.952	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	port_py3_epang_T8_K50	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.952	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	port_py3_epang_T8_Kexact	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.954	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	upstream_py2_raxml_T1	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.829	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n100	100	upstream_py2_raxml_T8	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.763	Order	Aquifoliales	Poales	0.829	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n200	200	port_py3_epang_T1	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T1	08d89977-f354-41e3-a1e1-75ef3c40b952	flagged by test only					Species	Carex adrienii	Carex arcta	0.533	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T1	30f29226-ecc3-44e2-bccb-c21733906535	flagged by test only					Kingdom	Fungi	Plantae	0.756	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T1	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by test only					Genus	Scorzonera	Koelpinia	0.497	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T1	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T1	752acb34-3ecd-4f4e-ae33-10382d60c91c	flagged by test only					Kingdom	Fungi	Plantae	1.000	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T1	a83cac52-a3f0-4c71-9759-fe7f2b6e1f34	flagged by test only					Species	Carex adrienii	Carex arcta	0.942	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T16	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T16	08d89977-f354-41e3-a1e1-75ef3c40b952	flagged by test only					Species	Carex adrienii	Carex arcta	0.533	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T16	30f29226-ecc3-44e2-bccb-c21733906535	flagged by test only					Kingdom	Fungi	Plantae	0.756	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T16	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by test only					Genus	Scorzonera	Koelpinia	0.497	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T16	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T16	752acb34-3ecd-4f4e-ae33-10382d60c91c	flagged by test only					Kingdom	Fungi	Plantae	1.000	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T16	a83cac52-a3f0-4c71-9759-fe7f2b6e1f34	flagged by test only					Species	Carex adrienii	Carex arcta	0.942	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T2	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T2	08d89977-f354-41e3-a1e1-75ef3c40b952	flagged by test only					Species	Carex adrienii	Carex arcta	0.533	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T2	30f29226-ecc3-44e2-bccb-c21733906535	flagged by test only					Kingdom	Fungi	Plantae	0.756	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T2	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by test only					Genus	Scorzonera	Koelpinia	0.497	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T2	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T2	752acb34-3ecd-4f4e-ae33-10382d60c91c	flagged by test only					Kingdom	Fungi	Plantae	1.000	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T2	a83cac52-a3f0-4c71-9759-fe7f2b6e1f34	flagged by test only					Species	Carex adrienii	Carex arcta	0.942	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T4	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T4	08d89977-f354-41e3-a1e1-75ef3c40b952	flagged by test only					Species	Carex adrienii	Carex arcta	0.533	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T4	30f29226-ecc3-44e2-bccb-c21733906535	flagged by test only					Kingdom	Fungi	Plantae	0.756	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T4	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by test only					Genus	Scorzonera	Koelpinia	0.497	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T4	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T4	752acb34-3ecd-4f4e-ae33-10382d60c91c	flagged by test only					Kingdom	Fungi	Plantae	1.000	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T4	a83cac52-a3f0-4c71-9759-fe7f2b6e1f34	flagged by test only					Species	Carex adrienii	Carex arcta	0.942	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8	08d89977-f354-41e3-a1e1-75ef3c40b952	flagged by test only					Species	Carex adrienii	Carex arcta	0.533	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8	30f29226-ecc3-44e2-bccb-c21733906535	flagged by test only					Kingdom	Fungi	Plantae	0.756	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T8	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by test only					Genus	Scorzonera	Koelpinia	0.497	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T8	752acb34-3ecd-4f4e-ae33-10382d60c91c	flagged by test only					Kingdom	Fungi	Plantae	1.000	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T8	a83cac52-a3f0-4c71-9759-fe7f2b6e1f34	flagged by test only					Species	Carex adrienii	Carex arcta	0.942	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8_K10	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8_K10	08d89977-f354-41e3-a1e1-75ef3c40b952	flagged by test only					Species	Carex adrienii	Carex arcta	0.536	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8_K10	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by test only					Genus	Scorzonera	Koelpinia	0.496	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8_K10	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T8_K10	a83cac52-a3f0-4c71-9759-fe7f2b6e1f34	flagged by test only					Species	Carex adrienii	Carex arcta	0.943	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8_K25	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.723	Order	Aquifoliales	Poales	0.628	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n200	200	port_py3_epang_T8_K25	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T8_K50	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.723	Order	Aquifoliales	Poales	0.628	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n200	200	port_py3_epang_T8_K50	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T8_Kexact	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.723	Order	Aquifoliales	Poales	0.628	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n200	200	port_py3_epang_T8_Kexact	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T8_acc999	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8_acc999	08d89977-f354-41e3-a1e1-75ef3c40b952	flagged by test only					Species	Carex adrienii	Carex arcta	0.533	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8_acc999	30f29226-ecc3-44e2-bccb-c21733906535	flagged by test only					Kingdom	Fungi	Plantae	0.756	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T8_acc999	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by test only					Genus	Scorzonera	Koelpinia	0.497	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8_acc999	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.419	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T8_acc999	752acb34-3ecd-4f4e-ae33-10382d60c91c	flagged by test only					Kingdom	Fungi	Plantae	1.000	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T8_acc999	a83cac52-a3f0-4c71-9759-fe7f2b6e1f34	flagged by test only					Species	Carex adrienii	Carex arcta	0.942	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8_blo	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.723	Order	Aquifoliales	Poales	0.921	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n200	200	port_py3_epang_T8_blo	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8_blo	30f29226-ecc3-44e2-bccb-c21733906535	flagged by test only					Phylum	Zoopagomycota	Basidiomycota	0.942	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T8_blo	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by test only					Species	NA	Bipolaris sorokiniana	0.417	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n200	200	port_py3_epang_T8_blo	752acb34-3ecd-4f4e-ae33-10382d60c91c	flagged by test only					Kingdom	Fungi	Plantae	1.000	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T8_noheur	42a9c432-23cb-47a3-b43b-99f3dfa459d2	flagged by reference only	Genus	Scorzonera	Gelasia	0.510					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8_noheur	08d89977-f354-41e3-a1e1-75ef3c40b952	flagged by test only					Species	Carex adrienii	Carex arcta	0.531	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8_noheur	30f29226-ecc3-44e2-bccb-c21733906535	flagged by test only					Kingdom	Fungi	Plantae	0.709	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T8_noheur	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by test only					Genus	Scorzonera	Koelpinia	0.497	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n200	200	port_py3_epang_T8_noheur	752acb34-3ecd-4f4e-ae33-10382d60c91c	flagged by test only					Kingdom	Fungi	Plantae	0.925	Fungi;Zoopagomycota;NA
n200	200	port_py3_epang_T8_noheur	a83cac52-a3f0-4c71-9759-fe7f2b6e1f34	flagged by test only					Species	Carex adrienii	Carex arcta	0.942	Plantae;Tracheophyta;NA;Poales;Cyperaceae;Carex;Carex adrienii
n200	200	port_py3_epang_T8_raxmlmatch	016fe383-b099-4998-a909-45dae9f9af74	rank differs	Phylum	Chlorophyta	Tracheophyta	0.999	Kingdom	Plantae	Fungi	1.000	Plantae;Chlorophyta;NA
n200	200	port_py3_epang_T8_raxmlmatch	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.723	Kingdom	Plantae	Fungi	1.000	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n200	200	port_py3_epang_T8_raxmlmatch	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Basidiomycota	0.900	Phylum	NA	Ascomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
n200	200	upstream_py2_raxml_T1	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.723	Order	Aquifoliales	Poales	0.910	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n200	200	upstream_py2_raxml_T8	1843d5a8-d171-4269-bab8-3b107f9fe3f7	rank differs	Phylum	Tracheophyta	Chlorophyta	0.723	Order	Aquifoliales	Poales	0.910	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex
n400	400	port_py3_epang_T1	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.546	Phylum	NA	Basidiomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
n400	400	port_py3_epang_T1	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by reference only	Genus	Scorzonera	Koelpinia	0.508					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n400	400	port_py3_epang_T1	4e64fbdd-787d-4ecb-86a4-d3b9af400c07	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T1	52ee4c25-e482-40e8-b264-0838f7555fbf	flagged by reference only	Species	NA	Asterochloris italiana	0.491					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;NA
n400	400	port_py3_epang_T1	fc6604a6-b285-426a-9c5a-650da0f8e631	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T1	50ebe735-0968-4662-8c3c-7fb2313c3d3a	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T1	5a6435e7-8a80-4641-8ad1-79268b3dc7f3	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T16	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.546	Phylum	NA	Basidiomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
n400	400	port_py3_epang_T16	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by reference only	Genus	Scorzonera	Koelpinia	0.508					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n400	400	port_py3_epang_T16	4e64fbdd-787d-4ecb-86a4-d3b9af400c07	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T16	52ee4c25-e482-40e8-b264-0838f7555fbf	flagged by reference only	Species	NA	Asterochloris italiana	0.491					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;NA
n400	400	port_py3_epang_T16	fc6604a6-b285-426a-9c5a-650da0f8e631	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T16	50ebe735-0968-4662-8c3c-7fb2313c3d3a	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T16	5a6435e7-8a80-4641-8ad1-79268b3dc7f3	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T1_K25	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.546	Phylum	NA	Basidiomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
n400	400	port_py3_epang_T1_K25	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by reference only	Genus	Scorzonera	Koelpinia	0.508					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n400	400	port_py3_epang_T1_K25	4e64fbdd-787d-4ecb-86a4-d3b9af400c07	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T1_K25	fc6604a6-b285-426a-9c5a-650da0f8e631	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T2	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.546	Phylum	NA	Basidiomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
n400	400	port_py3_epang_T2	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by reference only	Genus	Scorzonera	Koelpinia	0.508					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n400	400	port_py3_epang_T2	4e64fbdd-787d-4ecb-86a4-d3b9af400c07	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T2	52ee4c25-e482-40e8-b264-0838f7555fbf	flagged by reference only	Species	NA	Asterochloris italiana	0.491					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;NA
n400	400	port_py3_epang_T2	fc6604a6-b285-426a-9c5a-650da0f8e631	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T2	50ebe735-0968-4662-8c3c-7fb2313c3d3a	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T2	5a6435e7-8a80-4641-8ad1-79268b3dc7f3	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T4	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.546	Phylum	NA	Basidiomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
n400	400	port_py3_epang_T4	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by reference only	Genus	Scorzonera	Koelpinia	0.508					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n400	400	port_py3_epang_T4	4e64fbdd-787d-4ecb-86a4-d3b9af400c07	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T4	52ee4c25-e482-40e8-b264-0838f7555fbf	flagged by reference only	Species	NA	Asterochloris italiana	0.491					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;NA
n400	400	port_py3_epang_T4	fc6604a6-b285-426a-9c5a-650da0f8e631	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T4	50ebe735-0968-4662-8c3c-7fb2313c3d3a	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T4	5a6435e7-8a80-4641-8ad1-79268b3dc7f3	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T8	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.546	Phylum	NA	Basidiomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
n400	400	port_py3_epang_T8	381fe2c2-6601-4da5-b77f-d0742d89e4c3	flagged by reference only	Genus	Scorzonera	Koelpinia	0.508					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera
n400	400	port_py3_epang_T8	4e64fbdd-787d-4ecb-86a4-d3b9af400c07	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T8	52ee4c25-e482-40e8-b264-0838f7555fbf	flagged by reference only	Species	NA	Asterochloris italiana	0.491					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;NA
n400	400	port_py3_epang_T8	fc6604a6-b285-426a-9c5a-650da0f8e631	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T8	50ebe735-0968-4662-8c3c-7fb2313c3d3a	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T8	5a6435e7-8a80-4641-8ad1-79268b3dc7f3	flagged by test only					Genus	Evotrochis	Primula	1.000	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Evotrochis
n400	400	port_py3_epang_T8_K10	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.546	Phylum	NA	Basidiomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
n400	400	port_py3_epang_T8_K10	4e64fbdd-787d-4ecb-86a4-d3b9af400c07	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T8_K10	fc6604a6-b285-426a-9c5a-650da0f8e631	flagged by reference only	Species	Bouteloua curtipendula	NA	0.510					Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua curtipendula
n400	400	port_py3_epang_T8_K25	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.546	Phylum	NA	Basidiomycota	1.000	Fungi;NA;NA;NA;NA;NA;NA
