dataset	n_seqs	condition	seq_id	kind	reference_rank	reference_original	reference_proposed	reference_conf	test_rank	test_original	test_proposed	test_conf	taxonomy
n1600	1600	port_py3_epang_T8_K100	6ffdd279-3346-42d5-9bac-5d8ec04b6171	flagged by test only					Species	NA	Eudorina elegans	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T8_K100	718a9b63-81a8-4ca8-99dc-42e9dac2bcf2	flagged by test only					Species	Primula egaliksensis	NA	0.654	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula egaliksensis
n1600	1600	port_py3_epang_T8_K100	8cd0e442-47b3-49ee-bd90-4884f9affaba	flagged by test only					Species	NA	Nymphaea odorata	0.510	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T8_K100	8f894320-cbf1-4716-a628-56c4eb8aa47c	flagged by test only					Species	Bipolaris sorokiniana	NA	0.964	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	port_py3_epang_T8_K100	a978ee1b-d8d2-49a6-a534-b823abf82774	flagged by test only					Phylum	NA	Ascomycota	0.703	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T8_K100	ac695606-d6b6-48f2-b090-f303df32f3af	flagged by test only					Order	Trebouxiales	Microthamniales	0.997	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	port_py3_epang_T8_K100	ad800fc3-d641-4d7a-9c13-807cca9b0caa	flagged by test only					Genus	Gelasia	Epilasia	0.507	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Gelasia;Gelasia aucheriana
n1600	1600	port_py3_epang_T8_K100	f6a20e51-3b38-46c4-9b35-cda4706b148a	flagged by test only					Species	NA	Nymphaea odorata	0.510	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T8_K25	13696475-39a1-416d-8d98-0b7160c3e7e5	rank differs	Kingdom	Fungi	Plantae	0.686	Phylum	NA	Basidiomycota	0.448	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T8_K25	199ec4f6-40e0-4a07-8c8e-95ba7ca0f54f	same rank, other proposal	Genus	Pleodorina	Pandorina	0.457	Genus	Pleodorina	Eudorina	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T8_K25	1d4d10d6-6506-43a4-82d2-7646e2e6bf04	rank differs	Family	NA	Trebouxiaceae	0.981	Order	Trebouxiales	Microthamniales	0.947	Plantae;Chlorophyta;NA;Trebouxiales;NA;Asterochloris;NA
n1600	1600	port_py3_epang_T8_K25	4fdc2d5c-fe5d-4273-908e-6785b6f69cb7	rank differs	Phylum	Ascomycota	NA	0.925	Family	NA	Aspergillaceae	0.443	Fungi;Ascomycota;NA;Eurotiales;NA;NA;NA
n1600	1600	port_py3_epang_T8_K25	9c27cf65-ba28-47ed-96b7-8f6f8d99ae71	same rank, other proposal	Species	Ilex serrata	Ilex corallina	0.510	Species	Ilex serrata	__TAXCLUSTER2__Ilex metabaptista	1.000	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex serrata
n1600	1600	port_py3_epang_T8_K25	0020f170-0a39-4efa-92a7-cf1f72b2ed7b	flagged by reference only	Genus	NA	Aspergillus	0.525					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;NA;NA
n1600	1600	port_py3_epang_T8_K25	08e962c7-5564-431e-ba94-03e4b66d7562	flagged by reference only	Species	Ilex shukunii	Ilex x wandoensis	0.817					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex shukunii
n1600	1600	port_py3_epang_T8_K25	31c06ff3-de55-4289-9b11-6c7472f286c1	flagged by reference only	Genus	Eudorina	Pandorina	0.999					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;Eudorina elegans
n1600	1600	port_py3_epang_T8_K25	3b26eed0-91da-4ce6-84a3-306e73e92626	flagged by reference only	Species	Actinidia fulvicoma	NA	0.609					Plantae;Tracheophyta;NA;Ericales;Actinidiaceae;Actinidia;Actinidia fulvicoma
n1600	1600	port_py3_epang_T8_K25	3b7aa83b-3f3f-4572-8abf-a132fc2a19a0	flagged by reference only	Species	Actinidia fulvicoma	NA	0.610					Plantae;Tracheophyta;NA;Ericales;Actinidiaceae;Actinidia;Actinidia fulvicoma
n1600	1600	port_py3_epang_T8_K25	4d7a86e3-7b98-4721-a6c1-dee1101ffd36	flagged by reference only	Genus	Pleodorina	Pandorina	0.999					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T8_K25	52efdec0-6b5b-47aa-b41a-ed9b386cef41	flagged by reference only	Species	NA	Bipolaris sorokiniana	0.995					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	port_py3_epang_T8_K25	5c4c7b4d-3a48-41e6-aa23-16fd38952d2b	flagged by reference only	Phylum	Ascomycota	NA	0.925					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	port_py3_epang_T8_K25	a8d5dc7a-a5a7-45ff-a07e-135218f0dee8	flagged by reference only	Species	Primula auriculata	NA	0.601					Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula auriculata
n1600	1600	port_py3_epang_T8_K25	e4c13d92-788b-4c82-9a0f-82c0dde2414b	flagged by reference only	Kingdom	Fungi	Plantae	0.547					Fungi;Basidiomycota;NA
n1600	1600	port_py3_epang_T8_K25	e62ae28c-9b37-49e0-b1ef-9e0dc3e2b638	flagged by reference only	Species	Ilex shukunii	Ilex x wandoensis	0.817					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex shukunii
n1600	1600	port_py3_epang_T8_K25	f254f880-e1cb-467c-a691-df7862b2a753	flagged by reference only	Species	Ilex tetramera	Ilex x wandoensis	0.817					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex tetramera
n1600	1600	port_py3_epang_T8_K25	0e209b54-1496-4e43-988c-b37cb86c6b5f	flagged by test only					Species	NA	Eudorina elegans	0.500	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T8_K25	160139ab-9283-4d59-a53b-e68ae6d80432	flagged by test only					Order	Trebouxiales	Microthamniales	0.947	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	port_py3_epang_T8_K25	16afa515-d9e3-4abb-931d-218f28c58611	flagged by test only					Species	NA	Nymphaea elegans	0.505	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T8_K25	27f8dfdc-b631-471d-85f4-e6431a95d1a2	flagged by test only					Species	Primula farinosa	Primula pinnata	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula farinosa
n1600	1600	port_py3_epang_T8_K25	3bc999e5-2232-4b3a-acfc-6161b2e6504c	flagged by test only					Species	Primula farinosa	Primula pinnata	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula farinosa
n1600	1600	port_py3_epang_T8_K25	554d4ef6-80da-41c4-b2d3-741422082908	flagged by test only					Species	NA	Scorzonera meyeri	0.510	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera;NA
n1600	1600	port_py3_epang_T8_K25	636c97f1-bcaa-4c93-af63-10a9e3db0752	flagged by test only					Species	Primula beesiana	Primula chungensis	0.739	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula beesiana
n1600	1600	port_py3_epang_T8_K25	681d305d-8dee-4c2f-8d55-96a7b28cb745	flagged by test only					Species	NA	Bouteloua curtipendula	0.548	Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;NA
n1600	1600	port_py3_epang_T8_K25	6ffdd279-3346-42d5-9bac-5d8ec04b6171	flagged by test only					Species	NA	Eudorina elegans	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T8_K25	718a9b63-81a8-4ca8-99dc-42e9dac2bcf2	flagged by test only					Species	Primula egaliksensis	NA	0.657	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula egaliksensis
n1600	1600	port_py3_epang_T8_K25	8cd0e442-47b3-49ee-bd90-4884f9affaba	flagged by test only					Species	NA	Nymphaea odorata	0.510	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T8_K25	8f894320-cbf1-4716-a628-56c4eb8aa47c	flagged by test only					Species	Bipolaris sorokiniana	NA	0.964	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	port_py3_epang_T8_K25	a978ee1b-d8d2-49a6-a534-b823abf82774	flagged by test only					Phylum	NA	Ascomycota	0.703	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T8_K25	ac695606-d6b6-48f2-b090-f303df32f3af	flagged by test only					Order	Trebouxiales	Microthamniales	0.997	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	port_py3_epang_T8_K25	ad800fc3-d641-4d7a-9c13-807cca9b0caa	flagged by test only					Genus	Gelasia	Epilasia	0.507	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Gelasia;Gelasia aucheriana
n1600	1600	port_py3_epang_T8_K25	b6d8728e-79f1-4161-a00d-e44d0d55b6f9	flagged by test only					Species	Scorzonera laciniata	Scorzonera cana	0.499	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera;Scorzonera laciniata
n1600	1600	port_py3_epang_T8_K25	f6a20e51-3b38-46c4-9b35-cda4706b148a	flagged by test only					Species	NA	Nymphaea odorata	0.510	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T8_K50	13696475-39a1-416d-8d98-0b7160c3e7e5	rank differs	Kingdom	Fungi	Plantae	0.686	Phylum	NA	Basidiomycota	0.450	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T8_K50	199ec4f6-40e0-4a07-8c8e-95ba7ca0f54f	same rank, other proposal	Genus	Pleodorina	Pandorina	0.457	Genus	Pleodorina	Eudorina	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T8_K50	1d4d10d6-6506-43a4-82d2-7646e2e6bf04	rank differs	Family	NA	Trebouxiaceae	0.981	Order	Trebouxiales	Microthamniales	0.943	Plantae;Chlorophyta;NA;Trebouxiales;NA;Asterochloris;NA
n1600	1600	port_py3_epang_T8_K50	4fdc2d5c-fe5d-4273-908e-6785b6f69cb7	rank differs	Phylum	Ascomycota	NA	0.925	Family	NA	Aspergillaceae	0.443	Fungi;Ascomycota;NA;Eurotiales;NA;NA;NA
n1600	1600	port_py3_epang_T8_K50	9c27cf65-ba28-47ed-96b7-8f6f8d99ae71	same rank, other proposal	Species	Ilex serrata	Ilex corallina	0.510	Species	Ilex serrata	__TAXCLUSTER2__Ilex metabaptista	1.000	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex serrata
n1600	1600	port_py3_epang_T8_K50	0020f170-0a39-4efa-92a7-cf1f72b2ed7b	flagged by reference only	Genus	NA	Aspergillus	0.525					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;NA;NA
n1600	1600	port_py3_epang_T8_K50	08e962c7-5564-431e-ba94-03e4b66d7562	flagged by reference only	Species	Ilex shukunii	Ilex x wandoensis	0.817					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex shukunii
n1600	1600	port_py3_epang_T8_K50	31c06ff3-de55-4289-9b11-6c7472f286c1	flagged by reference only	Genus	Eudorina	Pandorina	0.999					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;Eudorina elegans
n1600	1600	port_py3_epang_T8_K50	3b26eed0-91da-4ce6-84a3-306e73e92626	flagged by reference only	Species	Actinidia fulvicoma	NA	0.609					Plantae;Tracheophyta;NA;Ericales;Actinidiaceae;Actinidia;Actinidia fulvicoma
n1600	1600	port_py3_epang_T8_K50	3b7aa83b-3f3f-4572-8abf-a132fc2a19a0	flagged by reference only	Species	Actinidia fulvicoma	NA	0.610					Plantae;Tracheophyta;NA;Ericales;Actinidiaceae;Actinidia;Actinidia fulvicoma
n1600	1600	port_py3_epang_T8_K50	4d7a86e3-7b98-4721-a6c1-dee1101ffd36	flagged by reference only	Genus	Pleodorina	Pandorina	0.999					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T8_K50	52efdec0-6b5b-47aa-b41a-ed9b386cef41	flagged by reference only	Species	NA	Bipolaris sorokiniana	0.995					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	port_py3_epang_T8_K50	5c4c7b4d-3a48-41e6-aa23-16fd38952d2b	flagged by reference only	Phylum	Ascomycota	NA	0.925					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	port_py3_epang_T8_K50	a8d5dc7a-a5a7-45ff-a07e-135218f0dee8	flagged by reference only	Species	Primula auriculata	NA	0.601					Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula auriculata
n1600	1600	port_py3_epang_T8_K50	e4c13d92-788b-4c82-9a0f-82c0dde2414b	flagged by reference only	Kingdom	Fungi	Plantae	0.547					Fungi;Basidiomycota;NA
n1600	1600	port_py3_epang_T8_K50	e62ae28c-9b37-49e0-b1ef-9e0dc3e2b638	flagged by reference only	Species	Ilex shukunii	Ilex x wandoensis	0.817					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex shukunii
n1600	1600	port_py3_epang_T8_K50	f254f880-e1cb-467c-a691-df7862b2a753	flagged by reference only	Species	Ilex tetramera	Ilex x wandoensis	0.817					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex tetramera
n1600	1600	port_py3_epang_T8_K50	0e209b54-1496-4e43-988c-b37cb86c6b5f	flagged by test only					Species	NA	Eudorina elegans	0.500	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T8_K50	160139ab-9283-4d59-a53b-e68ae6d80432	flagged by test only					Order	Trebouxiales	Microthamniales	0.942	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	port_py3_epang_T8_K50	16afa515-d9e3-4abb-931d-218f28c58611	flagged by test only					Species	NA	Nymphaea elegans	0.505	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T8_K50	27f8dfdc-b631-471d-85f4-e6431a95d1a2	flagged by test only					Species	Primula farinosa	Primula pinnata	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula farinosa
n1600	1600	port_py3_epang_T8_K50	3bc999e5-2232-4b3a-acfc-6161b2e6504c	flagged by test only					Species	Primula farinosa	Primula pinnata	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula farinosa
n1600	1600	port_py3_epang_T8_K50	554d4ef6-80da-41c4-b2d3-741422082908	flagged by test only					Species	NA	Scorzonera meyeri	0.510	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera;NA
n1600	1600	port_py3_epang_T8_K50	636c97f1-bcaa-4c93-af63-10a9e3db0752	flagged by test only					Species	Primula beesiana	Primula chungensis	0.739	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula beesiana
n1600	1600	port_py3_epang_T8_K50	681d305d-8dee-4c2f-8d55-96a7b28cb745	flagged by test only					Species	NA	Bouteloua curtipendula	0.548	Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;NA
n1600	1600	port_py3_epang_T8_K50	6ffdd279-3346-42d5-9bac-5d8ec04b6171	flagged by test only					Species	NA	Eudorina elegans	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T8_K50	718a9b63-81a8-4ca8-99dc-42e9dac2bcf2	flagged by test only					Species	Primula egaliksensis	NA	0.657	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula egaliksensis
n1600	1600	port_py3_epang_T8_K50	8cd0e442-47b3-49ee-bd90-4884f9affaba	flagged by test only					Species	NA	Nymphaea odorata	0.510	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T8_K50	8f894320-cbf1-4716-a628-56c4eb8aa47c	flagged by test only					Species	Bipolaris sorokiniana	NA	0.964	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	port_py3_epang_T8_K50	a978ee1b-d8d2-49a6-a534-b823abf82774	flagged by test only					Phylum	NA	Ascomycota	0.703	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T8_K50	ac695606-d6b6-48f2-b090-f303df32f3af	flagged by test only					Order	Trebouxiales	Microthamniales	0.997	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	port_py3_epang_T8_K50	ad800fc3-d641-4d7a-9c13-807cca9b0caa	flagged by test only					Genus	Gelasia	Epilasia	0.507	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Gelasia;Gelasia aucheriana
n1600	1600	port_py3_epang_T8_K50	f6a20e51-3b38-46c4-9b35-cda4706b148a	flagged by test only					Species	NA	Nymphaea odorata	0.510	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	upstream_py2_raxml_T1	1d4d10d6-6506-43a4-82d2-7646e2e6bf04	rank differs	Family	NA	Trebouxiaceae	0.981	Order	Trebouxiales	Microthamniales	0.999	Plantae;Chlorophyta;NA;Trebouxiales;NA;Asterochloris;NA
n1600	1600	upstream_py2_raxml_T1	2ac1e7ca-7c46-416b-a510-76293fbce458	same rank, other proposal	Genus	Pseudopodospermum	Epilasia	0.506	Genus	Pseudopodospermum	Scorzonera	0.966	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Pseudopodospermum;Pseudopodospermum inaequiscapum
n1600	1600	upstream_py2_raxml_T1	31c06ff3-de55-4289-9b11-6c7472f286c1	same rank, other proposal	Genus	Eudorina	Pandorina	0.999	Genus	Eudorina	Pleodorina	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;Eudorina elegans
n1600	1600	upstream_py2_raxml_T1	ab24a6f7-938e-4292-ba70-41a7aab91d5a	same rank, other proposal	Phylum	NA	Zoopagomycota	0.972	Phylum	NA	Basidiomycota	0.657	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	upstream_py2_raxml_T1	0020f170-0a39-4efa-92a7-cf1f72b2ed7b	flagged by reference only	Genus	NA	Aspergillus	0.525					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;NA;NA
n1600	1600	upstream_py2_raxml_T1	0e964ccd-fde7-498d-8720-97f064a0686f	flagged by reference only	Species	Bipolaris sorokiniana	NA	0.999					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	199ec4f6-40e0-4a07-8c8e-95ba7ca0f54f	flagged by reference only	Genus	Pleodorina	Pandorina	0.457					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	upstream_py2_raxml_T1	298983ad-4160-4cdd-be94-1377c18ed9e0	flagged by reference only	Genus	Pleodorina	Pandorina	0.998					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	upstream_py2_raxml_T1	3e2926e5-ee59-43eb-917e-28902cce4097	flagged by reference only	Species	Bipolaris sorokiniana	NA	0.999					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	404e7103-8058-4180-953d-855ecafd7298	flagged by reference only	Species	NA	Bipolaris sorokiniana	0.644					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	47c27189-c720-45d4-82ae-1156544c899c	flagged by reference only	Order	Caryophyllales	Aquifoliales	0.603					Plantae;Tracheophyta;NA;Caryophyllales;Caryophyllaceae;Saponaria
n1600	1600	upstream_py2_raxml_T1	483fb91b-bd29-4d0b-a185-eca82eb41336	flagged by reference only	Species	NA	Bipolaris sorokiniana	0.644					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	4d7a86e3-7b98-4721-a6c1-dee1101ffd36	flagged by reference only	Genus	Pleodorina	Pandorina	0.999					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	upstream_py2_raxml_T1	4fdc2d5c-fe5d-4273-908e-6785b6f69cb7	flagged by reference only	Phylum	Ascomycota	NA	0.925					Fungi;Ascomycota;NA;Eurotiales;NA;NA;NA
n1600	1600	upstream_py2_raxml_T1	53584a46-159d-4857-86fb-41e26873c3bb	flagged by reference only	Order	Asterales	Aquifoliales	0.987					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Koelpinia;Koelpinia linearis
n1600	1600	upstream_py2_raxml_T1	5c4c7b4d-3a48-41e6-aa23-16fd38952d2b	flagged by reference only	Phylum	Ascomycota	NA	0.925					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	upstream_py2_raxml_T1	5e97f9e4-c103-4f91-9d72-e3e667863ac7	flagged by reference only	Species	Bipolaris sorokiniana	NA	0.999					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	6415ffdb-8392-4bf2-a393-ba4919a7ab85	flagged by reference only	Species	Bipolaris sorokiniana	NA	0.916					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	6f3af62e-0e58-4ec1-984d-a5d0076fa9d7	flagged by reference only	Species	Bipolaris sorokiniana	NA	0.999					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	817344f0-1ac1-4dcb-9437-10d50e54cf17	flagged by reference only	Species	Ilex chinensis	Ilex x wandoensis	0.507					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex chinensis
n1600	1600	upstream_py2_raxml_T1	830f49d6-6c13-4de6-b940-2e4652256c39	flagged by reference only	Species	NA	Primula pinnata	0.499					Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;NA
n1600	1600	upstream_py2_raxml_T1	9cdd2af2-af9d-40cb-b9e8-5e08438244dc	flagged by reference only	Species	Aspergillus penicillioides	NA	0.998					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus penicillioides
n1600	1600	upstream_py2_raxml_T1	9f990496-9439-40ae-9913-d829e3bdf66e	flagged by reference only	Species	NA	Bipolaris sorokiniana	0.817					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	a61640a0-e847-46a0-b454-0914c1b0c24c	flagged by reference only	Species	Aspergillus penicillioides	NA	0.998					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus penicillioides
n1600	1600	upstream_py2_raxml_T1	a8d5dc7a-a5a7-45ff-a07e-135218f0dee8	flagged by reference only	Species	Primula auriculata	NA	0.601					Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula auriculata
n1600	1600	upstream_py2_raxml_T1	b29d692a-48ad-43f9-a95b-1ab58ec3d9e4	flagged by reference only	Phylum	Basidiomycota	Ascomycota	0.591					Fungi;Basidiomycota;NA;NA;NA;NA;NA
n1600	1600	upstream_py2_raxml_T1	ea8b7927-4563-4152-97fa-2a1a4fae3e44	flagged by reference only	Phylum	NA	Ascomycota	0.823					Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	upstream_py2_raxml_T1	03893063-f809-4a1d-9efd-cb1225d6fe3a	flagged by test only					Species	NA	Bipolaris sorokiniana	0.991	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	0e209b54-1496-4e43-988c-b37cb86c6b5f	flagged by test only					Genus	Eudorina	Pleodorina	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	upstream_py2_raxml_T1	160139ab-9283-4d59-a53b-e68ae6d80432	flagged by test only					Order	Trebouxiales	Microthamniales	0.999	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	upstream_py2_raxml_T1	16afa515-d9e3-4abb-931d-218f28c58611	flagged by test only					Species	NA	Nymphaea elegans	0.506	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	upstream_py2_raxml_T1	1797038b-241a-42ad-912f-d2cefaf9eef1	flagged by test only					Species	NA	Bipolaris sorokiniana	0.991	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	213d54dc-8854-4a90-8f4f-07f869863c55	flagged by test only					Species	Bipolaris sorokiniana	NA	0.580	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	21b5a2ec-7f56-46a8-847f-2e2d08db3baa	flagged by test only					Species	Ilex khasiana	Ilex venulosa	0.505	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex khasiana
n1600	1600	upstream_py2_raxml_T1	27bebef7-7e98-40cd-a440-d58c14304803	flagged by test only					Genus	Eudorina	Pleodorina	0.508	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;Eudorina elegans
n1600	1600	upstream_py2_raxml_T1	2fb594fe-4505-4e08-912a-67344e9f59a5	flagged by test only					Genus	Pseudopodospermum	Scorzonera	0.848	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Pseudopodospermum;Pseudopodospermum inaequiscapum
n1600	1600	upstream_py2_raxml_T1	31c04f75-864f-4204-8a06-62883536ff7f	flagged by test only					Species	NA	Bipolaris sorokiniana	0.991	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	3e2dacea-2292-475b-9ef7-291277682f99	flagged by test only					Species	Ilex x wandoensis	Ilex cornuta	0.697	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex x wandoensis
n1600	1600	upstream_py2_raxml_T1	452f6a8a-c1a5-4fa6-883a-54b6d712f01b	flagged by test only					Species	Primula poissonii	Primula anisodora	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula poissonii
